"neighbourhood_name","species_name","range_trees","mean_trees","total_trees","unique_cultivars"
"WEST POINT GREY","CRUS-GALLI",2073,165112,25,1
"WEST POINT GREY","DAWSONIANA",0,187340,1,1
"WEST POINT GREY","DECURRENS",0,257594,1,1
"WEST POINT GREY","DENUDATA",4,197515,9,1
"WEST POINT GREY","DEODARA",256323,141099.363636364,121,1
"WEST POINT GREY","DISTICHUM",0,153564,1,1
"WEST POINT GREY","DOUGLASII",174007,127279.75,64,1
"WEST POINT GREY","ENGELMANNII",0,256021,1,1
"WEST POINT GREY","EUCHLORA   X",180119,87655.6352941177,7225,1
"WEST POINT GREY","EUROPAEA   X",125122,141019.358974359,1521,1
"WEST POINT GREY","EXCELSIOR",195985,100219.22,2500,3
"WEST POINT GREY","FLAVA",1,11260.5,4,1
"WEST POINT GREY","FLORIBUNDA",202336,40036.9615384615,10816,1
"WEST POINT GREY","FLORIDA",116860,88614.75,16,1
"WEST POINT GREY","FREEMANI   X",248515,154569.9,4900,4
"WEST POINT GREY","GIGANTEUM",220894,115810.428571429,196,1
"WEST POINT GREY","GRANDIFLORA X",94274,146863.608695652,529,1
"WEST POINT GREY","GRANDIS",198596,53721.9166666667,144,1
"WEST POINT GREY","GRISEUM",247696,159069.7,100,1
"WEST POINT GREY","HETEROPHYLLA",200370,67805.6,25,1
"WEST POINT GREY","HIPPOCASTANUM",231166,36927.9551282051,24336,1
"WEST POINT GREY","INVOLUCRATA",194132,135773.666666667,9,1
"WEST POINT GREY","JACQUEMONTII",1,187597.5,4,1
"WEST POINT GREY","JAPONICA",255160,187035.405063291,6241,2
"WEST POINT GREY","JAPONICUM",251753,173122.582417582,8281,2
"WEST POINT GREY","KEWENSIS X",31858,199885.8,25,1
"WEST POINT GREY","KOBUS",261739,105050.194029851,4489,1
"WEST POINT GREY","KOREANA",0,260504,1,1
"WEST POINT GREY","KOUSA",253247,157653.088607595,6241,4
"WEST POINT GREY","LAVALLEI  X",250330,182298.421052632,1444,1
"WEST POINT GREY","LAWSONIANA",256114,97345.0833333333,144,1
"WEST POINT GREY","LILIIFLORA",68476,145976.333333333,9,1
"WEST POINT GREY","LUTEA",0,182727,1,1
"WEST POINT GREY","MACROCARPA",0,252266,1,1
"WEST POINT GREY","MACROPHYLLUM",260175,69347.6666666667,2025,1
"WEST POINT GREY","MAS",25,155592.166666667,144,1
"WEST POINT GREY","MAXIMA",63726,32940,4,1
"WEST POINT GREY","MENZIESII",254313,112911.333333333,2304,1
"WEST POINT GREY","MONADELPHA",0,254809,1,1
"WEST POINT GREY","MORDENSIS",226902,178428.793103448,841,2
"WEST POINT GREY","NEGUNDO",46490,14895.75,64,1
"WEST POINT GREY","NIGRA",257734,71848.3913043478,529,2
"WEST POINT GREY","NIGRUM",0,200666,1,1
"WEST POINT GREY","NOOTKATENSIS",196,142468.666666667,144,1
"WEST POINT GREY","NUTTALLII",231680,52388.1923076923,676,2
"WEST POINT GREY","OBASSIA",212507,107218.5,36,1
"WEST POINT GREY","OCCIDENTALIS",226556,108453.333333333,144,2
"WEST POINT GREY","ORNUS",258388,152802.87037037,2916,2
"WEST POINT GREY","OXYACANTHA",166557,47743.35,400,2
"WEST POINT GREY","OXYCARPA",149977,42649.0555555556,324,2
"WEST POINT GREY","PADUS",107908,89815.3333333333,9,1
"WEST POINT GREY","PALMATUM",246023,171908.037037037,2916,8
"WEST POINT GREY","PALUSTRIS",240034,180015.7,100,2
"WEST POINT GREY","PAPYRIFERA",50936,17158.5333333333,225,1
"WEST POINT GREY","PENDULA",263190,53372.1884057971,19044,3
"WEST POINT GREY","PENNSYLVANICA",167468,154343.55,400,3
"WEST POINT GREY","PERSICA",238545,199665.916666667,576,2
"WEST POINT GREY","PHAENOPYRUM",221588,131223.1,100,1
"WEST POINT GREY","PHELLOS",167659,137346,16,1
"WEST POINT GREY","PISIFERA",5,261560.5,4,1
"WEST POINT GREY","PLATANOIDES",263728,95285.9028571428,490000,12
"WEST POINT GREY","PLATYPHYLLOS",0,70719,1,1
"WEST POINT GREY","PLICATA",260568,137881.939393939,1089,1
"WEST POINT GREY","PONDEROSA",0,114537,1,1
"WEST POINT GREY","POPULIFOLIA",141657,42322.75,64,1
"WEST POINT GREY","PRINUS",160668,110650.333333333,9,1
"WEST POINT GREY","PSEUDOACACIA",254829,104177.4375,256,3
"WEST POINT GREY","PSEUDOCAMELLIA",245691,158719.588235294,289,1
"WEST POINT GREY","PSEUDOPLATANUS",188753,28467.6460176991,12769,3
"WEST POINT GREY","PUMILA",131182,30014.7142857143,49,2
"WEST POINT GREY","PUNGENS",105578,61935,36,2
"WEST POINT GREY","REGIA",247738,96657.6666666667,9,2
"WEST POINT GREY","RETICULATA",253345,162503.467741935,3844,1
"WEST POINT GREY","ROBUR",204984,53109.8974358974,1521,2
"WEST POINT GREY","RUBRA",117588,73205.5714285714,49,1
"WEST POINT GREY","RUBRUM",259958,146151.25170068,21609,7
"WEST POINT GREY","RUGOSA",165191,83274.75,16,1
"WEST POINT GREY","SACCHARINUM",101030,33205.6666666667,144,1
"WEST POINT GREY","SACCHARUM",42270,174727,16,1
"WEST POINT GREY","SALICINA",30538,234226.4,25,1
"WEST POINT GREY","SARGENTII",233364,69710.0588235294,289,2
"WEST POINT GREY","SERRATA",58469,219552.25,16,2
"WEST POINT GREY","SERRULA",4226,16049.4285714286,49,1
"WEST POINT GREY","SERRULATA",262490,66645.3536231884,119025,8
"WEST POINT GREY","SITCHENSIS",83956,111270.666666667,9,1
"WEST POINT GREY","SPECIES",262503,102684.860759494,6241,1
"WEST POINT GREY","SPECIOSA",174374,92008.5,16,1
"WEST POINT GREY","STYRACIFLUA",200777,171458.224719101,7921,2
"WEST POINT GREY","SUBHIRTELLA",4,4467,9,1
"WEST POINT GREY","SYLVATICA",249978,179313.340425532,8836,7
"WEST POINT GREY","SYLVESTRIS",206426,131212.833333333,36,1
"WEST POINT GREY","SYRIACA",159403,204097.076923077,169,1
"WEST POINT GREY","TOMENTOSA",0,251608,1,1
"WEST POINT GREY","TRIACANTHOS",239405,104477.88,2500,6
"WEST POINT GREY","TRUNCATUM",245203,183783.717391304,2116,2
"WEST POINT GREY","TULIPIFERA",176877,157413.777777778,81,2
"WEST POINT GREY","TYPHINA",202213,74006.3333333333,9,1
"WEST POINT GREY","VIRGINIANA",237267,194731.037037037,729,2
"WEST POINT GREY","WATERERI  X",14245,12240,25,1
"WEST POINT GREY","X YEDOENSIS",260149,173900.961538462,10816,2
"WEST POINT GREY","XX",234282,195116.946666667,5625,12
"WEST POINT GREY","ZUMI",237017,167118.235294118,7225,1
