"neighbourhood_name","species_name","range_trees","mean_trees","total_trees","unique_cultivars"
"ARBUTUS-RIDGE","ABIES",1,265595.5,4,1
"ARBUTUS-RIDGE","ACERIFOLIA   X",179879,81105.2427184466,10609,2
"ARBUTUS-RIDGE","ACUTISSIMA",41489,133679.6,25,1
"ARBUTUS-RIDGE","ALNIFOLIA",229993,174484.0625,256,2
"ARBUTUS-RIDGE","AMERICANA",254815,115012.457777778,50625,4
"ARBUTUS-RIDGE","AQUIFOLIUM",95635,69184.6666666667,9,1
"ARBUTUS-RIDGE","ARIA",108901,224187.473684211,361,2
"ARBUTUS-RIDGE","ARNOLDIANA X",61233,213387,16,1
"ARBUTUS-RIDGE","AUCUPARIA",160907,121184.9375,256,3
"ARBUTUS-RIDGE","AVIUM",94891,44943.6,225,1
"ARBUTUS-RIDGE","BABYLONICA",207380,160404,4,1
"ARBUTUS-RIDGE","BANKSIANA",0,87952,1,1
"ARBUTUS-RIDGE","BETULUS",233569,197520.459259259,18225,4
"ARBUTUS-RIDGE","BIGNONIOIDES",14819,171202.5,4,1
"ARBUTUS-RIDGE","BILOBA",157218,138590.6,25,1
"ARBUTUS-RIDGE","BLIREANA",103,34513.5,4,1
"ARBUTUS-RIDGE","CALLERYANA",211642,156209.081632653,9604,4
"ARBUTUS-RIDGE","CAMPESTRE",257108,179628.575,14400,4
"ARBUTUS-RIDGE","CANADENSIS",136725,166477.090909091,121,1
"ARBUTUS-RIDGE","CAPPADOCICUM",223010,184413.625,64,3
"ARBUTUS-RIDGE","CARNEA   X",125202,191580,9,1
"ARBUTUS-RIDGE","CAROLINIANA",114297,241740.142857143,196,1
"ARBUTUS-RIDGE","CERASIFERA",248528,98334.12849162,801025,3
"ARBUTUS-RIDGE","CINEREA",138608,139075.846153846,169,1
"ARBUTUS-RIDGE","CIRCINATUM",0,189179,1,1
"ARBUTUS-RIDGE","COCCINEA",30525,215456.5,4,1
"ARBUTUS-RIDGE","CONTORTA",0,87909,1,1
"ARBUTUS-RIDGE","CONTROVERSA",247349,101841.833333333,144,1
"ARBUTUS-RIDGE","CORDATA",225154,126993.340425532,2209,2
"ARBUTUS-RIDGE","CRUS-GALLI",4073,165956.105263158,361,1
"ARBUTUS-RIDGE","DAWSONIANA",0,187741,1,1
"ARBUTUS-RIDGE","DECURRENS",0,204233,1,1
"ARBUTUS-RIDGE","DEODARA",225122,184354.2,100,1
"ARBUTUS-RIDGE","DOUGLASII",182448,125969.217391304,529,1
"ARBUTUS-RIDGE","EUCHLORA   X",182769,98206.3636363636,3025,1
"ARBUTUS-RIDGE","EXCELSIOR",241010,79788.8888888889,2025,2
"ARBUTUS-RIDGE","FLAVA",2,87886,4,1
"ARBUTUS-RIDGE","FLORIBUNDA",238054,99410.75,4624,1
"ARBUTUS-RIDGE","FLORIDA",135008,173048.666666667,9,2
"ARBUTUS-RIDGE","FREEMANI   X",223574,181481.413793103,841,3
"ARBUTUS-RIDGE","GERMANICA",34,203224.5,36,1
"ARBUTUS-RIDGE","GIGANTEUM",114842,149218.666666667,225,1
"ARBUTUS-RIDGE","GINNALA",17828,223277.2,25,1
"ARBUTUS-RIDGE","GLAUCA",0,202272,1,1
"ARBUTUS-RIDGE","GLYPTOSTROBOIDES",250838,159751.125,7744,1
"ARBUTUS-RIDGE","GRANDIFLORA",76019,230985,9,2
"ARBUTUS-RIDGE","GRANDIFLORA X",123949,240776.125,64,1
"ARBUTUS-RIDGE","GRANDIS",218129,143589.444444444,324,1
"ARBUTUS-RIDGE","GRISEUM",245914,180293.826923077,2704,1
"ARBUTUS-RIDGE","HETEROPHYLLA",456,132601.75,16,1
"ARBUTUS-RIDGE","HIPPOCASTANUM",256930,75441.16,15625,1
"ARBUTUS-RIDGE","HOLLANDICA   X",100663,68702.3,400,1
"ARBUTUS-RIDGE","INVOLUCRATA",0,187853,1,1
"ARBUTUS-RIDGE","JAPONICA",255773,114728.542857143,1225,2
"ARBUTUS-RIDGE","JAPONICUM",259686,204848.455445545,10201,2
"ARBUTUS-RIDGE","KOBUS",264095,143059.52739726,21316,2
"ARBUTUS-RIDGE","KOUSA",228996,175134.304347826,529,4
"ARBUTUS-RIDGE","LAVALLEI  X",233957,197986.45,400,1
"ARBUTUS-RIDGE","LAWSONIANA",136848,140553.714285714,196,2
"ARBUTUS-RIDGE","LILIIFLORA",18665,161147,9,1
"ARBUTUS-RIDGE","MAACKII",5,248694.5,36,1
"ARBUTUS-RIDGE","MACROCARPA",0,187805,1,1
"ARBUTUS-RIDGE","MACROPHYLLUM",167775,64539.8,100,1
"ARBUTUS-RIDGE","MENZIESII",254339,114425.909090909,484,1
"ARBUTUS-RIDGE","MERTENSIANA",0,21782,1,1
"ARBUTUS-RIDGE","MORDENSIS",159290,203145.810810811,1369,2
"ARBUTUS-RIDGE","NEGUNDO",165298,88007.5,16,1
"ARBUTUS-RIDGE","NIGRA",233297,117821.666666667,900,2
"ARBUTUS-RIDGE","NIGRUM",33065,190200.333333333,9,1
"ARBUTUS-RIDGE","NOOTKATENSIS",87347,118788.5,16,1
"ARBUTUS-RIDGE","NUTTALLII",166132,74278.3333333333,81,1
"ARBUTUS-RIDGE","OCCIDENTALIS",10,228232.75,16,1
"ARBUTUS-RIDGE","ORIENTALIS",0,142476,1,1
"ARBUTUS-RIDGE","ORNUS",242165,147764.80952381,1764,2
"ARBUTUS-RIDGE","OXYACANTHA",168201,51006.7692307692,169,1
"ARBUTUS-RIDGE","OXYCARPA",200262,148983.595890411,21316,2
"ARBUTUS-RIDGE","PALMATUM",213577,148536.368421053,1444,5
"ARBUTUS-RIDGE","PALUSTRIS",199601,145823.055555556,324,3
"ARBUTUS-RIDGE","PAPYRIFERA",42144,47814.7777777778,81,1
"ARBUTUS-RIDGE","PENDULA",229228,68985.3174603175,3969,3
"ARBUTUS-RIDGE","PENNSYLVANICA",173027,167041.432432432,1369,5
"ARBUTUS-RIDGE","PERSICA",177092,186897.666666667,900,2
"ARBUTUS-RIDGE","PHAENOPYRUM",41355,217543.576923077,676,1
"ARBUTUS-RIDGE","PHELLOS",0,224812,1,1
"ARBUTUS-RIDGE","PISIFERA",0,197421,1,1
"ARBUTUS-RIDGE","PLATANOIDES",250099,130140.211267606,45369,11
"ARBUTUS-RIDGE","PLICATA",238123,158455.625,256,2
"ARBUTUS-RIDGE","PSEUDOACACIA",201260,168059.375,64,4
"ARBUTUS-RIDGE","PSEUDOPLATANUS",264716,71321.0194174757,10609,3
"ARBUTUS-RIDGE","PUMILA",111899,78717.2857142857,49,1
"ARBUTUS-RIDGE","QUADRANGULATA",40,154011,4,1
"ARBUTUS-RIDGE","RETICULATA",246436,168531.909090909,1089,1
"ARBUTUS-RIDGE","ROBUR",146021,104908.875,64,2
"ARBUTUS-RIDGE","RUBRA",204904,156374,121,1
"ARBUTUS-RIDGE","RUBRUM",263224,147151,57121,6
"ARBUTUS-RIDGE","SACCHARINUM",121941,114544.142857143,49,3
"ARBUTUS-RIDGE","SACCHARUM",21267,53277.5,16,1
"ARBUTUS-RIDGE","SALICINA",174396,226076.793103448,841,1
"ARBUTUS-RIDGE","SARGENTII",226381,161102.6875,256,3
"ARBUTUS-RIDGE","SERRATA",213687,188676.903225806,961,3
"ARBUTUS-RIDGE","SERRULATA",258082,98429.0753424658,191844,9
"ARBUTUS-RIDGE","SIEBOLDII",0,209334,1,1
"ARBUTUS-RIDGE","SIMONII",0,19509,1,1
"ARBUTUS-RIDGE","SPECIES",244150,175460.157894737,1444,1
"ARBUTUS-RIDGE","SPECIOSA",24369,162368.666666667,9,1
"ARBUTUS-RIDGE","STENOPTERA",0,195080,1,1
"ARBUTUS-RIDGE","STYRACIFLUA",179382,159099.59375,1024,2
"ARBUTUS-RIDGE","SYLVATICA",246165,196514.374100719,19321,9
"ARBUTUS-RIDGE","SYLVESTRIS",236419,136337.192307692,676,1
"ARBUTUS-RIDGE","THURINGIACA   X",11728,154753,4,1
"ARBUTUS-RIDGE","TRIACANTHOS",225807,174821.525,6400,5
"ARBUTUS-RIDGE","TRICHOCARPA",112412,166165.666666667,9,1
"ARBUTUS-RIDGE","TRUNCATUM",125160,228282.368421053,361,2
"ARBUTUS-RIDGE","TULIPIFERA",118141,180597.956521739,2116,2
"ARBUTUS-RIDGE","VELUTINA",161464,43723.2105263158,361,1
"ARBUTUS-RIDGE","VIRGINIANA",220019,164146.380952381,1764,3
"ARBUTUS-RIDGE","VULGARIS",0,87907,1,1
"ARBUTUS-RIDGE","WATERERI  X",202260,131327,4,1
"ARBUTUS-RIDGE","X YEDOENSIS",221560,180688.086956522,4761,2
"ARBUTUS-RIDGE","XX",243749,172877.3,4900,14
"ARBUTUS-RIDGE","ZUMI",172719,172390.569230769,16900,1
"DOWNTOWN","ABIES",0,197353,1,1
"DOWNTOWN","ACERIFOLIA   X",236291,155836.821138211,15129,2
"DOWNTOWN","ACUTISSIMA",210227,157796.731343284,4489,1
"DOWNTOWN","ALNIFOLIA",104645,153425,9,1
"DOWNTOWN","AMERICANA",215426,106770.32,2500,5
"DOWNTOWN","ARIA",141203,118793.333333333,9,1
"DOWNTOWN","AUCUPARIA",7952,192685.571428571,49,1
"DOWNTOWN","BACCATA",0,78517,1,1
"DOWNTOWN","BETULUS",264326,152279.429065744,83521,5
"DOWNTOWN","BILOBA",216067,142128.911764706,4624,1
"DOWNTOWN","CALLERYANA",247922,166472.540983607,14884,5
"DOWNTOWN","CAMPESTRE",249779,154782.272108844,21609,4
"DOWNTOWN","CAPPADOCICUM",228972,130143.476190476,441,2
"DOWNTOWN","CAROLINIANA",180194,153532.25,16,2
"DOWNTOWN","CERASIFERA",66743,160227.333333333,9,1
"DOWNTOWN","CHINENSE",188390,184755.164179104,4489,1
"DOWNTOWN","COCCINEA",166258,158579.256880734,11881,1
"DOWNTOWN","CORDATA",114045,126501.033333333,3600,3
"DOWNTOWN","DECURRENS",2,194555,9,1
"DOWNTOWN","DENUDATA",1,180109.5,4,1
"DOWNTOWN","EUCHLORA   X",249473,113103.709677419,24025,1
"DOWNTOWN","EXCELSIOR",214305,117794.916666667,576,2
"DOWNTOWN","FLEXILUS",1052,59555,4,1
"DOWNTOWN","FLORIBUNDA",3,80277.5,16,1
"DOWNTOWN","FLORIDA",0,82154,1,1
"DOWNTOWN","FORTUNEI",115384,124989.285714286,49,1
"DOWNTOWN","FRAINETTO",152741,215707.444444444,81,1
"DOWNTOWN","FREEMANI   X",263340,188215.288753799,108241,4
"DOWNTOWN","GIGANTEUM",29821,242286,9,1
"DOWNTOWN","GRANDIFOLIA",1648,149730,4,1
"DOWNTOWN","GRISEUM",99069,86577,36,1
"DOWNTOWN","HIPPOCASTANUM",118096,114658.625,256,1
"DOWNTOWN","JAPONICA",153700,177028.390243902,1681,1
"DOWNTOWN","JAPONICUM",240784,158638.240740741,2916,1
"DOWNTOWN","KEWENSIS X",18,192691.75,16,1
"DOWNTOWN","KOBUS",180237,162994.482142857,3136,1
"DOWNTOWN","KOUSA",11,139131.714285714,49,1
"DOWNTOWN","LAVALLEI  X",227840,179124.793103448,841,1
"DOWNTOWN","LAWSONIANA",3,221033.5,16,1
"DOWNTOWN","MACROPHYLLUM",0,104153,1,1
"DOWNTOWN","MENZIESII",0,203615,1,1
"DOWNTOWN","MORDENSIS",4,173599,25,1
"DOWNTOWN","NEGUNDO",0,106417,1,1
"DOWNTOWN","OMORIKA",415,145169.5,4,1
"DOWNTOWN","ORIENTALIS",0,76522,1,1
"DOWNTOWN","ORNUS",194260,159948.111111111,324,2
"DOWNTOWN","OXYCARPA",2,92573,9,1
"DOWNTOWN","PALMATUM",186684,193638,36,2
"DOWNTOWN","PALUSTRIS",258884,151848.536585366,26896,2
"DOWNTOWN","PENDULA",185999,112345.25,144,1
"DOWNTOWN","PENNSYLVANICA",3,104111.5,16,1
"DOWNTOWN","PENNSYLVANICUM",2,163536,9,1
"DOWNTOWN","PERSICA",261743,184870.863636364,7744,2
"DOWNTOWN","PHELLOS",132482,176811.875,64,1
"DOWNTOWN","PLATANOIDES",261691,148249.583333333,121104,10
"DOWNTOWN","PLICATA",96513,67207.25,16,1
"DOWNTOWN","PSEUDOACACIA",19374,172798.909090909,121,1
"DOWNTOWN","PSEUDOCAMELLIA",4479,191640.5,16,1
"DOWNTOWN","PSEUDOPLATANUS",110951,109811.75,16,2
"DOWNTOWN","RETICULATA",117765,226440.076923077,169,1
"DOWNTOWN","ROBUR",154165,201915.21875,1024,2
"DOWNTOWN","ROBUR X ALBA",0,252380,1,1
"DOWNTOWN","RUBRA",259602,165173.217948718,6084,1
"DOWNTOWN","RUBRUM",263313,144396.394504416,1038361,10
"DOWNTOWN","SACCHARINUM",68451,113203.739130435,529,2
"DOWNTOWN","SACCHARUM",110156,139270,4,1
"DOWNTOWN","SARGENTII",230006,142269.08,2500,3
"DOWNTOWN","SERRULATA",187089,131052.150943396,11236,6
"DOWNTOWN","SHUMARDII",232133,182869.753846154,4225,1
"DOWNTOWN","SPECIES",258307,185291.894736842,12996,1
"DOWNTOWN","STYRACIFLUA",242584,162874.126436782,30276,2
"DOWNTOWN","SUBHIRTELLA",4,108139.333333333,9,1
"DOWNTOWN","SYLVATICA",264995,156620.021929824,207936,12
"DOWNTOWN","TRIACANTHOS",208493,151739.08,15625,6
"DOWNTOWN","TRUNCATUM",259110,163145.547619048,7056,3
"DOWNTOWN","TULIPIFERA",258327,129821.701086957,33856,2
"DOWNTOWN","VELUTINA",12485,94614.5,36,1
"DOWNTOWN","X YEDOENSIS",42348,128168.375,64,1
"DOWNTOWN","XX",225580,195625,625,4
"DUNBAR-SOUTHLANDS","ABIES",200901,50687.4545454546,121,1
"DUNBAR-SOUTHLANDS","ACERIFOLIA   X",228068,47539.0476190476,28224,2
"DUNBAR-SOUTHLANDS","ACUTISSIMA",163902,119656.608695652,529,1
"DUNBAR-SOUTHLANDS","ALBA",37118,170353.2,25,2
"DUNBAR-SOUTHLANDS","ALNIFOLIA",173753,158525.888888889,324,1
"DUNBAR-SOUTHLANDS","AMERICANA",263997,83872.8574712643,189225,5
"DUNBAR-SOUTHLANDS","ANAGYROIDES",158978,109130,4,1
"DUNBAR-SOUTHLANDS","AQUIFOLIUM",168670,104666.75,64,1
"DUNBAR-SOUTHLANDS","ARAUCANA",529,209133.5,4,1
"DUNBAR-SOUTHLANDS","ARIA",89843,209886.409090909,484,1
"DUNBAR-SOUTHLANDS","ARNOLDIANA X",0,228527,1,1
"DUNBAR-SOUTHLANDS","ATLANTICA",0,121502,1,1
"DUNBAR-SOUTHLANDS","AUCUPARIA",180211,149215.090909091,1089,2
"DUNBAR-SOUTHLANDS","AVELLANA",3372,262913,4,1
"DUNBAR-SOUTHLANDS","AVIUM",234616,58380.0379746835,6241,2
"DUNBAR-SOUTHLANDS","BABYLONICA",165463,138170.5,4,1
"DUNBAR-SOUTHLANDS","BACCATA",146910,203785.615384615,169,2
"DUNBAR-SOUTHLANDS","BALSAMEA",0,36533,1,1
"DUNBAR-SOUTHLANDS","BANKSIANA",23308,102884.8,25,1
"DUNBAR-SOUTHLANDS","BETULUS",222983,188127.428571429,1764,3
"DUNBAR-SOUTHLANDS","BIGNONIOIDES",189550,104711.5,256,3
"DUNBAR-SOUTHLANDS","BILOBA",232676,141829.888888889,81,3
"DUNBAR-SOUTHLANDS","BLIREANA",70741,55523.1666666667,36,1
"DUNBAR-SOUTHLANDS","CALLERYANA",227067,178538,1296,4
"DUNBAR-SOUTHLANDS","CAMPESTRE",243557,114620.701612903,61504,5
"DUNBAR-SOUTHLANDS","CANADENSIS",134414,226393.692307692,169,1
"DUNBAR-SOUTHLANDS","CAPPADOCICUM",229525,155324.6,400,2
"DUNBAR-SOUTHLANDS","CARICA",227627,132425.5,4,1
"DUNBAR-SOUTHLANDS","CARNEA   X",178596,180557.181818182,121,1
"DUNBAR-SOUTHLANDS","CAROLINIANA",241046,210174.230769231,676,2
"DUNBAR-SOUTHLANDS","CERASIFERA",244359,111164.98397738,1125721,3
"DUNBAR-SOUTHLANDS","CIRCINATUM",36795,48070.6666666667,9,1
"DUNBAR-SOUTHLANDS","COCCINEA",216447,175325.333333333,81,1
"DUNBAR-SOUTHLANDS","CONCOLOR",82548,66408,16,1
"DUNBAR-SOUTHLANDS","CONTORTA",221026,85183,100,2
"DUNBAR-SOUTHLANDS","CONTROVERSA",195162,135860.666666667,9,1
"DUNBAR-SOUTHLANDS","CORDATA",142462,110251.384615385,169,2
"DUNBAR-SOUTHLANDS","CRENATA",141266,50928.1428571429,49,1
"DUNBAR-SOUTHLANDS","CRUS-GALLI",57172,176326.909090909,121,1
"DUNBAR-SOUTHLANDS","DECIDUA",0,25290,1,1
"DUNBAR-SOUTHLANDS","DENUDATA",3,190505.666666667,9,1
"DUNBAR-SOUTHLANDS","DEODARA",183738,106662.5,256,1
"DUNBAR-SOUTHLANDS","DIOICUS",145557,138932.9,100,1
"DUNBAR-SOUTHLANDS","EUCHLORA   X",204340,84853.8461538462,6084,1
"DUNBAR-SOUTHLANDS","EUROPAEA   X",1,153753.5,4,1
"DUNBAR-SOUTHLANDS","EUROPEA",0,187244,1,1
"DUNBAR-SOUTHLANDS","EXCELSIOR",237879,117137.833333333,144,3
"DUNBAR-SOUTHLANDS","FLAVA",0,206277,1,1
"DUNBAR-SOUTHLANDS","FLORIBUNDA",184974,74896.9869281046,23409,1
"DUNBAR-SOUTHLANDS","FLORIDA",129971,100565.6,25,1
"DUNBAR-SOUTHLANDS","FRAINETTO",14754,206214.333333333,9,2
"DUNBAR-SOUTHLANDS","FREEMANI   X",234820,178504.052631579,9025,4
"DUNBAR-SOUTHLANDS","GIGANTEUM",201069,154031.923076923,676,1
"DUNBAR-SOUTHLANDS","GINNALA",7,129328.666666667,9,1
"DUNBAR-SOUTHLANDS","GLABRA",240107,38680.2818181818,12100,2
"DUNBAR-SOUTHLANDS","GLAUCA",144446,182015.6,25,1
"DUNBAR-SOUTHLANDS","GLYPTOSTROBOIDES",57694,224761.5,64,2
"DUNBAR-SOUTHLANDS","GRANDIFLORA X",8701,247480,9,1
"DUNBAR-SOUTHLANDS","GRANDIFOLIA",75105,202426.125,64,1
"DUNBAR-SOUTHLANDS","GRANDIS",166305,102825.5,4,1
"DUNBAR-SOUTHLANDS","GRIFFITHII",0,68286,1,1
"DUNBAR-SOUTHLANDS","GRISEUM",217144,153014.466666667,900,1
"DUNBAR-SOUTHLANDS","HETEROPHYLLA",206467,88334.5555555556,81,1
"DUNBAR-SOUTHLANDS","HIPPOCASTANUM",224561,44440.8321167883,75076,1
"DUNBAR-SOUTHLANDS","INSIGNIS",2262,198759,4,1
"DUNBAR-SOUTHLANDS","INVOLUCRATA",111872,206485.7,100,1
"DUNBAR-SOUTHLANDS","JAPONICA",241106,174091.018691589,11449,3
"DUNBAR-SOUTHLANDS","JAPONICUM",240183,171873.888888889,26244,1
"DUNBAR-SOUTHLANDS","KEWENSIS X",64772,208031.25,64,2
"DUNBAR-SOUTHLANDS","KOBUS",230488,123297.807692308,2704,1
"DUNBAR-SOUTHLANDS","KOUSA",256602,191080.142857143,1225,4
"DUNBAR-SOUTHLANDS","LAVALLEI  X",242903,166992.129770992,17161,1
"DUNBAR-SOUTHLANDS","LAWSONIANA",207314,114237.357142857,1764,1
"DUNBAR-SOUTHLANDS","LILIIFLORA",2,179149,9,1
"DUNBAR-SOUTHLANDS","LOEBNERI  X",0,140532,1,1
"DUNBAR-SOUTHLANDS","LUTEA",0,54998,1,1
"DUNBAR-SOUTHLANDS","MAACKII",0,203358,1,1
"DUNBAR-SOUTHLANDS","MACROCARPA",204342,84722.8,900,1
"DUNBAR-SOUTHLANDS","MACROPHYLLUM",239161,147505.387096774,961,1
"DUNBAR-SOUTHLANDS","MENZIESII",258895,110774.078431373,2601,1
"DUNBAR-SOUTHLANDS","MIYABEI",0,264459,1,1
"DUNBAR-SOUTHLANDS","MONADELPHA",1297,252113.75,16,1
"DUNBAR-SOUTHLANDS","MONTICOLA",32964,186334,4,1
"DUNBAR-SOUTHLANDS","MORDENSIS",56117,220147.4375,256,2
"DUNBAR-SOUTHLANDS","MUGO",165556,89759.5,16,1
"DUNBAR-SOUTHLANDS","NEGUNDO",219574,102858.75,16,1
"DUNBAR-SOUTHLANDS","NIGRA",245989,123986.911764706,1156,3
"DUNBAR-SOUTHLANDS","NIGRUM",0,68291,1,1
"DUNBAR-SOUTHLANDS","NOOTKATENSIS",179031,158831.8,25,1
"DUNBAR-SOUTHLANDS","NORDMANNIANA",0,98240,1,1
"DUNBAR-SOUTHLANDS","NUTTALLII",214667,89225.9756097561,1681,3
"DUNBAR-SOUTHLANDS","OBASSIA",0,169040,1,1
"DUNBAR-SOUTHLANDS","OCCIDENTALIS",228855,127748.583333333,2304,3
"DUNBAR-SOUTHLANDS","OMORIKA",174476,194982.4,25,1
"DUNBAR-SOUTHLANDS","ORNUS",235470,173119.639344262,3721,2
"DUNBAR-SOUTHLANDS","OXYACANTHA",120934,80451.0625,256,2
"DUNBAR-SOUTHLANDS","OXYCARPA",43246,159235.166666667,36,1
"DUNBAR-SOUTHLANDS","PADUS",8,17873.5,36,1
"DUNBAR-SOUTHLANDS","PALMATUM",259304,152978.730337079,7921,8
"DUNBAR-SOUTHLANDS","PALUSTRIS",233846,111928.536231884,19044,3
"DUNBAR-SOUTHLANDS","PAPYRIFERA",4345,33093.5,196,1
"DUNBAR-SOUTHLANDS","PAVIA",0,216137,1,1
"DUNBAR-SOUTHLANDS","PENDULA",260635,59130.2088607595,24964,2
"DUNBAR-SOUTHLANDS","PENNSYLVANICA",233568,169728.179104478,4489,7
"DUNBAR-SOUTHLANDS","PENNSYLVANICUM",58949,132988.444444444,324,1
"DUNBAR-SOUTHLANDS","PERSICA",236760,202917.504761905,11025,3
"DUNBAR-SOUTHLANDS","PHAENOPYRUM",78883,171711.461538462,169,1
"DUNBAR-SOUTHLANDS","PHELLOS",18873,195730.428571429,49,1
"DUNBAR-SOUTHLANDS","PISIFERA",91970,75636,4,1
"DUNBAR-SOUTHLANDS","PLATANOIDES",257307,80919.2987124463,1357225,17
"DUNBAR-SOUTHLANDS","PLATYPHYLLA",40,30924,4,1
"DUNBAR-SOUTHLANDS","PLATYPHYLLOS",83668,116310.2,25,1
"DUNBAR-SOUTHLANDS","PLICATA",243845,136940.134615385,2704,1
"DUNBAR-SOUTHLANDS","POPULIFOLIA",154334,128831,9,1
"DUNBAR-SOUTHLANDS","PRINUS",117579,76674.5,4,1
"DUNBAR-SOUTHLANDS","PROCERA",28962,46069,4,1
"DUNBAR-SOUTHLANDS","PSEUDOACACIA",234610,139940.630434783,2116,4
"DUNBAR-SOUTHLANDS","PSEUDOCAMELLIA",60368,184321.421052632,361,1
"DUNBAR-SOUTHLANDS","PSEUDOPLATANUS",180423,45672.7307692308,67600,3
"DUNBAR-SOUTHLANDS","PUMILA",182369,55022.0697674419,1849,2
"DUNBAR-SOUTHLANDS","PUNGENS",160042,135220.534883721,1849,3
"DUNBAR-SOUTHLANDS","REGIA",232786,96752.3333333333,9,2
"DUNBAR-SOUTHLANDS","RETICULATA",225736,210541.393939394,1089,1
"DUNBAR-SOUTHLANDS","ROBUR",200267,53835.196969697,39204,1
"DUNBAR-SOUTHLANDS","RUBRA",242173,57338.108,62500,1
"DUNBAR-SOUTHLANDS","RUBRUM",257155,145785.930521092,162409,9
"DUNBAR-SOUTHLANDS","RUGOSA",148427,166832.5,64,1
"DUNBAR-SOUTHLANDS","SACCHARINUM",131434,57152.5,36,2
"DUNBAR-SOUTHLANDS","SACCHARUM",0,20761,1,1
"DUNBAR-SOUTHLANDS","SALICINA",246511,218151.55,1600,1
"DUNBAR-SOUTHLANDS","SARGENTII",219567,105643.111111111,729,4
"DUNBAR-SOUTHLANDS","SATIVA",158045,152075.4,25,1
"DUNBAR-SOUTHLANDS","SEROTINA",903,183169.5,4,1
"DUNBAR-SOUTHLANDS","SERRATA",91487,199111.619047619,441,3
"DUNBAR-SOUTHLANDS","SERRULATA",263310,90745.4376257544,988036,13
"DUNBAR-SOUTHLANDS","SIEBOLDII",157082,139469,4,1
"DUNBAR-SOUTHLANDS","SOULANGEANA  X",0,26103,1,1
"DUNBAR-SOUTHLANDS","SPECIES",261174,151804.5,6724,1
"DUNBAR-SOUTHLANDS","SPECIOSA",151043,82373,225,1
"DUNBAR-SOUTHLANDS","SPECTABILIS",10200,48637.6666666667,9,1
"DUNBAR-SOUTHLANDS","STENOPTERA",0,197630,1,1
"DUNBAR-SOUTHLANDS","STYRACIFLUA",191184,156669.868421053,1444,2
"DUNBAR-SOUTHLANDS","SUBHIRTELLA",224924,76766.9393939394,1089,3
"DUNBAR-SOUTHLANDS","SYLVATICA",246921,171345.83974359,24336,15
"DUNBAR-SOUTHLANDS","SYLVESTRIS",182949,104492.375,256,3
"DUNBAR-SOUTHLANDS","SYRIACA",129486,187187.333333333,9,1
"DUNBAR-SOUTHLANDS","TEGMENTOSUM",0,224172,1,1
"DUNBAR-SOUTHLANDS","TOMENTOSA",131616,164097.75,16,1
"DUNBAR-SOUTHLANDS","TREMULOIDES",3,216866.5,16,1
"DUNBAR-SOUTHLANDS","TRIACANTHOS",215118,144947.71875,4096,7
"DUNBAR-SOUTHLANDS","TRICHOCARPA",86693,139372.5,4,1
"DUNBAR-SOUTHLANDS","TRILOBA",5,180204.666666667,9,1
"DUNBAR-SOUTHLANDS","TRUNCATUM",221977,159962.546666667,5625,2
"DUNBAR-SOUTHLANDS","TULIPIFERA",170253,130655.222222222,81,2
"DUNBAR-SOUTHLANDS","TYPHINA",30898,47217.1428571429,49,1
"DUNBAR-SOUTHLANDS","VIRGINIANA",238885,148599.677966102,3481,3
"DUNBAR-SOUTHLANDS","WATERERI  X",161564,67493.6,100,1
"DUNBAR-SOUTHLANDS","X YEDOENSIS",238852,180411.754237288,55696,2
"DUNBAR-SOUTHLANDS","XX",240600,198889.097222222,5184,18
"DUNBAR-SOUTHLANDS","YUNNANENSIS",84449,68407.8,25,1
"DUNBAR-SOUTHLANDS","ZUMI",238168,160339.773584906,11236,1
"FAIRVIEW","ABIES",251207,152715.285714286,49,1
"FAIRVIEW","ACERIFOLIA   X",114529,44544.8421052632,361,1
"FAIRVIEW","ALBA-SINENSIS",0,177757,1,1
"FAIRVIEW","ALNIFOLIA",25,157856.5,36,1
"FAIRVIEW","AMERICANA",259682,90516.2,27225,3
"FAIRVIEW","ANTARTICA",0,230093,1,1
"FAIRVIEW","AQUIFOLIUM",0,13163,1,1
"FAIRVIEW","ARNOLDIANA X",139777,161197.5,4,1
"FAIRVIEW","AUCUPARIA",106268,81928.75,16,1
"FAIRVIEW","AVIUM",255416,26095.612244898,2401,2
"FAIRVIEW","BABYLONICA",1,55510.5,4,1
"FAIRVIEW","BACCATA",73744,55764.3333333333,9,2
"FAIRVIEW","BETULUS",258277,107310.300813008,15129,3
"FAIRVIEW","BIGNONIOIDES",153392,103200.333333333,9,1
"FAIRVIEW","BILOBA",62103,230324.75,16,2
"FAIRVIEW","BUNGEI",167571,155912.1,100,1
"FAIRVIEW","CALLERYANA",223068,144172.629032258,3844,4
"FAIRVIEW","CAMPESTRE",259850,140134.2125,6400,4
"FAIRVIEW","CANADENSIS",0,262007,1,1
"FAIRVIEW","CAPPADOCICUM",4,180078,25,1
"FAIRVIEW","CARNEA   X",2,179134,9,1
"FAIRVIEW","CAROLINIANA",35034,238546.2,25,1
"FAIRVIEW","CERASIFERA",251637,98330.5820895523,17956,2
"FAIRVIEW","CHINENSE",0,161633,1,1
"FAIRVIEW","CIRCINATUM",1518,7096.125,64,1
"FAIRVIEW","COCCINEA",4,65915,25,1
"FAIRVIEW","CONTORTA",8,76261,81,1
"FAIRVIEW","CORDATA",221381,83534.9310344827,7569,2
